Name,Height,Weight,Position,OVR,Preferred foot,Weak foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Def Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Daykol Alejandro Romero Padilla,177,68,"['Mediocampista', 'Defensor']",67,Right,3,63,48,48,53,33,65,40,44,44,64,80,83,71,64,70,41,66,67,61,43,55,63,63,53,49,58,66,64,62,5,7,12,8.0,13.0
Wilmar Darío González Aguinaga,178,75,"['Delantero', 'Mediocampista']",67,Left,3,59,62,55,66,65,71,64,65,64,66,75,74,70,66,66,67,74,72,71,60,55,45,60,63,72,61,44,49,48,6,5,14,8.0,15.0
Adrián Rus,183,76,"['Mediocampista', 'Defensor']",67,Right,3,64,64,38,54,47,36,59,60,73,71,66,63,65,56,80,68,76,52,69,65,46,52,44,66,65,66,68,12,13,15,13,10,0.0,0.0
Simen Bolkan Nordli,181,78,"['Delantero', 'Mediocampista']",67,Right,3,66,60,43,67,58,67,68,67,62,68,71,67,71,62,70,65,60,72,67,66,48,52,64,67,62,65,46,52,47,11,9,13,5.0,5.0
Mamadou Serov Traoré,191,80,"['Mediocampista', 'Defensor']",67,Right,2,44,27,69,65,33,45,36,30,55,52,38,48,43,64,48,42,70,64,81,28,71,60,30,49,37,56,65,70,63,7,6,13,11.0,13.0
Lukas Schleimer,180,73,"['Delantero', 'Mediocampista']",67,Right,3,55,63,54,68,49,71,57,58,64,69,78,55,79,64,74,59,55,63,39,53,36,41,65,65,43,53,37,41,43,7,13,14,15.0,13.0
Iván Romero de Ávila Araque,172,72,"['Delantero', 'Mediocampista']",67,Right,3,61,66,60,64,58,65,50,45,52,71,86,80,79,64,83,67,75,71,59,59,41,30,68,57,55,64,43,41,51,10,9,8,5.0,15.0
Lazaros Lamprou,180,74,"['Delantero', 'Mediocampista']",67,Right,3,52,65,60,60,60,69,77,49,50,71,80,82,77,63,60,63,63,75,55,65,60,28,65,69,62,66,32,26,23,12,14,13,7.0,11.0
Raudy Javier Guerrero Reyes,166,66,"['Delantero', 'Mediocampista']",67,Right,2,60,64,44,65,35,72,36,55,59,63,75,79,69,65,85,58,45,65,35,55,48,42,60,66,60,47,33,52,45,11,6,9,10.0,9.0
Antoine Rudy Bernier,170,68,"['Delantero', 'Mediocampista']",67,Right,4,63,70,59,64,60,68,63,68,58,68,83,78,84,65,81,66,73,68,59,67,62,27,63,63,60,64,34,39,36,11,6,8,11.0,10.0
Harrison Burrows,172,68,"['Mediocampista', 'Defensor']",67,Left,3,64,56,54,65,39,65,63,59,60,65,81,77,86,64,92,63,55,78,34,58,62,59,60,63,43,62,59,63,62,12,13,6,15.0,11.0
Carl Gerard McHugh,180,72,"['Defensor', 'Mediocampista']",67,Left,2,57,52,65,65,42,58,60,59,63,63,61,40,72,60,77,54,84,86,79,49,72,65,51,54,60,72,67,65,63,7,12,14,7.0,15.0
Héctor Yuste Cantón,191,82,"['Mediocampista', 'Defensor']",67,Right,4,51,44,63,68,56,53,56,47,68,60,51,54,56,64,73,64,74,77,84,60,68,69,40,61,47,60,65,70,57,8,14,10,11.0,11.0
Jorge Félix Muñoz García,175,76,"['Delantero', 'Mediocampista']",67,Right,4,66,65,57,67,58,66,59,45,62,66,66,66,77,64,77,65,59,62,50,61,30,20,68,67,64,68,34,22,22,8,6,10,7.0,7.0
Stephen Peter Humphrys,185,91,"['Delantero', 'Mediocampista']",67,Right,3,53,67,67,57,58,65,55,64,44,65,77,76,67,66,67,68,86,77,83,65,64,29,66,56,63,62,31,43,29,14,9,9,10.0,11.0
Giannis Papanikolaou,182,73,"['Defensor', 'Mediocampista']",67,Right,3,55,56,57,67,40,67,63,45,67,69,76,69,72,67,74,57,76,81,73,58,77,68,62,63,46,66,62,63,59,6,15,11,9.0,10.0
Robin Fellhauer,182,75,"['Defensor', 'Mediocampista']",67,Right,3,67,42,52,66,39,64,55,43,59,63,72,72,63,65,72,49,67,84,66,37,64,68,58,59,39,63,64,66,62,13,10,11,8.0,9.0
Giuseppe Aurelio,186,80,"['Mediocampista', 'Defensor']",67,Left,3,65,62,71,64,63,65,68,59,62,65,80,82,75,65,75,70,86,70,73,61,70,61,62,63,59,58,58,61,60,10,7,15,13.0,7.0
Christian Gebauer,187,75,"['Defensor', 'Mediocampista']",67,Right,3,61,64,57,62,58,65,54,42,51,66,84,75,67,66,62,63,77,76,69,58,47,55,64,57,52,59,49,54,48,14,12,6,8.0,14.0
Demetri Mitchell,176,70,"['Delantero', 'Defensor']",67,Left,4,67,63,55,64,59,66,63,61,62,65,89,91,76,61,71,66,76,74,64,62,62,55,63,62,56,61,56,59,55,13,7,12,9.0,12.0
Jean-Manuel Mbom,185,80,"['Defensor', 'Mediocampista']",67,Right,3,65,59,45,71,44,68,40,50,69,67,68,72,69,72,75,66,64,73,72,59,71,64,59,65,59,60,66,67,63,13,13,5,12.0,5.0
Charalambos Makridis,180,73,"['Delantero', 'Mediocampista']",67,Right,5,51,70,58,65,69,69,62,42,53,68,83,89,77,62,70,70,72,63,59,65,36,20,56,60,69,51,18,22,21,9,12,11,5.0,7.0
Michel David Melo Fagundes,174,72,"['Defensor', 'Mediocampista']",67,Left,4,68,58,58,67,46,60,58,45,63,60,77,81,67,71,65,57,76,69,71,44,48,60,62,61,41,48,57,63,62,6,5,6,7.0,13.0
Carlos Manuel Insaurralde Ochart,176,76,"['Defensor', 'Mediocampista']",66,Right,2,54,55,54,74,55,66,58,54,68,71,74,69,71,65,65,56,67,72,63,52,62,55,60,65,57,65,61,60,61,8,14,6,9.0,12.0
Cornel Emilian Râpă,180,72,"['Mediocampista', 'Defensor']",66,Right,3,64,41,50,67,56,56,48,49,58,59,73,73,68,62,70,60,66,86,65,52,65,59,41,55,61,55,57,60,58,13,10,13,8.0,11.0
Johann Serge Obiang,170,64,"['Mediocampista', 'Defensor']",66,Left,2,63,52,50,58,46,61,59,36,56,62,86,84,82,61,88,53,71,75,60,49,60,60,55,58,53,59,60,59,57,11,7,7,12.0,11.0
Vágner José Dias Gonçalves,168,67,"['Delantero', 'Mediocampista']",66,Right,3,63,66,49,62,64,69,67,72,61,68,81,78,85,66,78,71,64,53,55,68,64,24,68,65,69,67,21,39,32,10,9,15,9.0,11.0
Jhon Jairo Espinoza Izquierdo,180,77,"['Mediocampista', 'Defensor']",66,Right,2,57,33,58,60,32,59,45,47,55,62,78,74,75,58,69,51,78,68,74,40,70,62,42,57,32,59,61,65,69,8,15,11,14.0,12.0
Sandro Plínio Rosa da Cruz,182,77,"['Delantero', 'Defensor']",66,Left,2,65,32,50,62,34,63,58,37,58,65,78,82,62,58,61,27,68,75,61,33,59,60,51,54,44,63,57,63,62,8,14,12,12.0,12.0
Claudio Kammerknecht,185,76,"['Mediocampista', 'Defensor']",66,Right,3,58,35,63,64,20,53,40,27,62,60,64,60,62,66,57,35,76,68,79,26,60,63,40,50,28,48,66,66,64,5,10,15,10.0,8.0
Álvaro Núñez Cobo,177,74,"['Mediocampista', 'Defensor']",66,Right,3,65,35,47,61,36,66,66,60,60,65,73,75,70,63,68,50,64,72,65,45,57,60,60,61,37,50,61,64,65,6,12,7,9.0,12.0
Baptiste Roux,190,79,"['Mediocampista', 'Defensor']",66,Left,3,41,31,68,67,37,52,32,31,60,65,55,61,57,61,43,56,74,62,76,40,58,65,42,58,44,63,67,65,65,11,14,12,6.0,6.0
David Raul Miculescu,189,83,"['Delantero', 'Mediocampista']",66,Left,3,60,66,72,65,43,67,55,43,57,68,68,70,72,63,65,60,80,67,73,65,64,37,64,62,50,61,41,42,36,7,6,14,6.0,6.0
Edisson Jordanov,172,70,"['Mediocampista', 'Defensor']",66,Right,3,64,49,46,65,58,66,61,47,63,66,75,65,83,67,83,56,53,69,45,55,69,64,58,58,53,71,65,63,61,15,8,13,12.0,12.0
Marco Iacobellis,172,68,"['Delantero', 'Mediocampista']",66,Left,3,60,60,53,69,50,70,60,49,64,64,77,76,69,55,58,64,56,68,44,66,56,47,64,66,50,64,40,50,47,10,8,9,10.0,8.0
John Nelson,177,73,"['Mediocampista', 'Defensor']",66,Left,3,59,25,43,60,24,57,50,25,39,62,75,88,62,60,69,24,60,72,62,27,51,63,55,30,37,62,61,65,63,10,8,11,13.0,10.0
Papa Ndiaga Yade,185,76,"['Delantero', 'Mediocampista']",66,Left,3,65,66,59,59,63,71,67,50,50,70,83,78,69,56,58,74,82,52,76,68,54,39,63,59,64,61,46,40,42,13,9,14,13.0,11.0
Juan Pablo Torres Patiño,170,65,"['Defensor', 'Mediocampista']",66,Right,3,65,60,53,67,33,65,48,29,60,70,69,60,69,70,81,34,50,62,41,40,45,55,59,64,35,50,52,55,50,14,8,10,14.0,11.0
Paweł Kamil Jaroszyński,184,77,"['Mediocampista', 'Defensor']",66,Left,3,66,43,60,66,57,61,66,42,65,63,60,59,64,62,59,51,71,66,74,50,67,67,51,52,47,60,64,64,63,8,15,10,9.0,13.0
Isaías Sánchez Cortés,176,67,"['Defensor', 'Mediocampista']",66,Right,3,59,49,48,66,42,63,66,65,67,66,48,42,76,64,82,58,51,76,58,54,76,63,56,64,50,68,64,64,59,12,15,13,8.0,11.0
Yehor Yarmoliuk,180,72,"['Delantero', 'Mediocampista']",66,Right,3,62,64,41,70,52,72,53,63,65,70,69,66,62,53,69,64,56,58,62,41,69,31,64,69,60,67,49,55,52,9,9,5,9.0,8.0
Ervin Vladimir Zorrilla Perez,178,67,"['Delantero', 'Mediocampista']",66,Right,4,30,73,69,48,65,55,54,36,32,65,73,73,71,60,74,67,71,60,56,60,32,19,70,48,67,49,13,18,13,8,10,10,10.0,11.0
José Manuel García Naranjo,186,80,"['Delantero', 'Mediocampista']",66,Right,4,60,68,69,62,60,62,70,72,61,64,81,83,78,62,56,70,81,55,70,71,39,18,63,62,69,60,20,35,43,10,12,15,14.0,7.0
Bartłomiej Wdowik,184,72,"['Mediocampista', 'Defensor']",66,Left,2,68,59,44,66,45,65,75,79,62,65,77,71,64,62,65,66,62,69,62,64,58,60,62,60,52,59,61,61,60,10,11,5,9.0,7.0
Muhammed Gümüşkaya,177,66,"['Delantero', 'Mediocampista']",66,Left,3,66,55,45,67,55,68,71,70,65,66,72,72,75,61,71,70,56,69,52,65,59,53,59,62,67,65,54,56,51,9,15,8,7.0,11.0
Thomas Mcintyre,185,73,"['Mediocampista', 'Defensor']",66,Left,2,40,38,68,66,52,62,43,28,64,61,45,47,53,63,59,46,75,56,71,24,80,65,37,60,37,64,63,64,65,10,6,14,13.0,8.0
Gonzalo Andrés Tapia Dubournais,178,78,"['Delantero', 'Mediocampista']",66,Right,3,61,59,33,63,45,67,43,45,43,66,74,77,73,65,61,60,59,67,69,55,45,24,68,58,50,58,22,26,21,7,9,13,12.0,9.0
Oluwaseyi Babajide Ojo,179,81,"['Defensor', 'Mediocampista']",66,Left,3,63,60,44,60,44,70,62,50,57,69,80,77,73,59,68,56,63,57,62,57,48,28,61,60,64,58,26,33,32,12,10,6,10.0,16.0
Juan Cruz González,171,73,"['Mediocampista', 'Defensor']",66,Right,3,65,27,53,62,27,65,56,59,61,63,70,69,64,58,78,55,63,68,60,36,56,65,52,50,43,46,50,67,69,5,10,13,10.0,7.0
Christopher Wernitznig,179,79,"['Mediocampista', 'Defensor']",66,Right,4,66,60,61,65,58,63,69,64,64,65,69,65,70,60,72,73,71,71,70,68,66,64,67,66,63,68,62,62,60,15,12,9,16.0,15.0
Ali Alipour,181,77,"['Delantero', 'Mediocampista']",66,Right,4,42,64,70,64,69,62,51,48,52,63,76,75,71,62,64,70,78,63,68,63,45,17,64,54,63,65,22,17,13,11,14,11,6.0,14.0
Franco Emanuel García,172,68,"['Delantero', 'Mediocampista']",66,Right,3,65,48,39,63,60,71,69,45,49,62,90,86,76,48,77,51,56,64,46,42,29,30,66,64,50,53,36,30,38,14,7,12,12.0,9.0
Lachlan Andrew Wales,179,75,"['Delantero', 'Mediocampista']",66,Right,2,56,57,39,66,38,60,62,59,65,65,78,81,74,60,56,58,63,86,69,51,40,32,60,68,47,60,19,20,24,9,11,12,8.0,13.0
Eduardo David Espiau Hernández,185,84,"['Delantero', 'Mediocampista']",66,Right,3,42,65,69,62,55,62,50,45,52,60,67,71,56,69,54,69,73,67,70,62,56,21,70,61,61,66,22,18,19,10,14,15,6.0,15.0
Sebastian Kerk,184,76,"['Delantero', 'Mediocampista']",66,Left,4,72,64,48,69,68,67,74,73,70,67,61,63,71,52,64,74,56,57,59,72,40,31,67,68,67,66,38,27,32,14,7,7,7.0,12.0
Pablo Menderezo,170,65,"['Delantero', 'Mediocampista']",66,Right,3,63,60,38,61,39,64,62,59,57,65,85,84,83,61,82,58,53,75,45,55,41,27,62,59,57,57,25,33,30,10,8,13,10.0,6.0
Federico Emanuel Milo,183,72,"['Mediocampista', 'Defensor']",66,Left,2,62,53,67,62,49,68,69,57,52,70,75,79,76,69,73,76,78,55,71,61,75,64,67,67,41,69,59,62,55,15,9,9,11.0,8.0
Alvas Elvis Powell,182,75,"['Mediocampista', 'Defensor']",66,Right,3,60,37,56,53,29,64,48,29,56,62,83,92,75,60,49,62,79,72,73,48,75,57,60,59,36,59,54,62,63,8,7,11,8.0,10.0
Jordan Souleymane Adéoti,183,81,"['Defensor', 'Mediocampista']",66,Right,3,61,55,63,66,33,61,53,40,66,68,38,47,68,64,65,55,64,78,73,65,68,64,67,66,34,66,65,65,65,9,7,12,14.0,6.0
Erdoğan Yeşilyurt,175,72,"['Defensor', 'Mediocampista']",66,Right,5,64,59,54,63,38,68,47,40,61,64,74,71,75,56,75,73,66,73,60,65,62,55,63,58,49,61,53,58,56,13,15,12,16.0,9.0
Jannis Nikolaou,187,84,"['Defensor', 'Mediocampista']",66,Left,4,45,42,60,66,39,51,51,56,65,59,60,60,61,60,65,47,71,72,73,43,79,67,32,62,53,62,61,66,62,12,10,5,7.0,12.0
Carlos Miguel Cabello Anagua,171,68,"['Mediocampista', 'Defensor']",66,Right,2,65,20,59,65,26,54,42,30,55,57,74,75,58,60,78,28,61,64,48,27,51,65,40,39,35,50,60,64,60,11,11,8,8.0,12.0
Corey Baird,178,73,"['Delantero', 'Mediocampista']",66,Right,4,58,66,66,59,56,62,60,55,46,63,76,78,69,64,66,68,77,69,69,57,67,24,65,58,61,61,34,29,21,5,14,10,8.0,13.0
Dennis Jastrzembski,177,77,"['Delantero', 'Mediocampista']",66,Left,3,64,56,60,66,55,65,64,58,58,66,83,92,75,58,78,57,77,60,64,56,45,13,58,54,63,53,42,40,22,5,9,8,15.0,7.0
Joe Ward,177,68,"['Mediocampista', 'Defensor']",66,Right,3,69,53,50,62,47,66,68,64,57,64,80,83,87,65,88,58,59,78,46,50,33,53,62,60,42,64,55,56,54,15,6,10,6.0,15.0
John George McAtee,180,75,"['Delantero', 'Mediocampista']",66,Right,3,60,65,59,64,63,64,57,40,59,65,80,78,78,65,71,67,73,64,62,62,37,40,66,65,59,63,39,31,34,14,12,5,11.0,14.0
José Martínez Marsà,183,68,"['Mediocampista', 'Defensor']",66,Left,3,50,25,63,66,35,58,30,31,48,65,71,77,46,63,69,40,72,78,65,27,71,70,30,32,47,60,62,67,64,5,12,6,7.0,5.0
Dominik Frieser,176,76,"['Delantero', 'Mediocampista']",66,Right,3,62,58,61,64,63,65,64,61,61,65,75,73,71,63,71,65,74,80,68,63,55,43,63,63,66,66,39,44,42,11,12,7,6.0,7.0
Giorgi Gocholeishvili,178,70,"['Delantero', 'Defensor']",66,Right,4,63,38,48,60,27,51,40,31,55,50,80,84,66,68,70,23,60,70,52,45,45,59,44,51,30,54,62,59,64,10,9,6,10.0,12.0
Alexis Castillo Manyoma,168,70,"['Delantero', 'Mediocampista']",66,Right,3,50,59,36,74,47,63,58,51,62,64,85,80,87,66,88,58,61,53,59,56,61,31,68,62,52,61,42,48,42,14,11,8,12.0,7.0
Julián Alonso Figueroa Rentería,178,80,"['Defensor', 'Mediocampista']",66,Left,3,62,55,45,67,33,61,40,39,63,63,67,68,72,64,53,50,63,71,71,38,62,66,49,52,44,57,61,67,63,10,13,7,8.0,14.0
Jack Hinshelwood,178,70,"['Defensor', 'Mediocampista']",66,Right,4,64,65,67,70,46,66,66,66,67,69,67,60,70,62,72,64,78,65,62,60,63,60,57,60,65,63,62,66,62,9,8,13,5.0,6.0
Ross McCausland,170,65,"['Delantero', 'Mediocampista']",66,Right,3,63,61,27,66,40,67,54,36,58,67,76,83,84,51,82,54,42,49,39,46,38,28,61,65,48,64,24,30,26,15,14,12,7.0,15.0
Jae-Won Hwang,180,73,"['Mediocampista', 'Defensor']",66,Right,3,62,35,45,47,37,63,42,41,36,59,73,77,68,63,59,51,63,85,64,43,65,67,62,38,37,46,61,62,57,11,14,8,9.0,12.0
Danijel Lončar,189,84,"['Mediocampista', 'Defensor']",66,Right,2,56,28,65,57,23,38,35,37,61,56,70,59,47,57,42,49,78,68,77,33,73,64,45,54,48,67,65,66,68,8,7,6,7.0,15.0
Martin Skjelbreid Ellingsen,180,75,"['Defensor', 'Mediocampista']",66,Left,3,63,54,57,67,55,63,65,48,67,66,53,61,67,62,78,67,65,65,71,64,60,65,61,60,60,68,65,63,61,6,9,6,7.0,12.0
Alessio Buttaro,183,80,"['Mediocampista', 'Defensor']",66,Right,3,58,43,63,60,59,60,60,51,53,60,77,79,66,63,70,60,80,65,75,49,71,60,55,49,52,55,60,64,63,9,12,11,8.0,14.0
Romain Philippoteaux,170,67,"['Delantero', 'Mediocampista']",66,Right,3,64,65,43,61,64,65,59,60,58,67,71,64,81,62,85,66,49,48,47,63,39,56,67,65,58,64,42,34,39,9,10,12,11.0,13.0
Sergio López Galache,179,70,"['Mediocampista', 'Defensor']",66,Right,3,67,52,64,68,48,73,61,41,60,67,76,75,78,60,78,63,72,57,57,59,66,60,50,59,43,62,63,62,63,12,12,11,7.0,13.0
Victor Dican,189,83,"['Defensor', 'Mediocampista']",66,Right,3,40,55,65,66,50,51,38,30,58,61,67,70,64,64,64,60,77,81,78,38,64,63,52,51,49,57,66,66,60,8,14,6,9.0,14.0
Mauricio Gamonales,176,75,"['Mediocampista', 'Defensor']",66,Right,3,63,50,60,65,71,76,76,68,59,65,67,67,65,65,70,72,70,66,68,74,73,60,76,40,64,80,61,65,63,7,8,8,8.0,7.0
Jules Gaudin,180,71,"['Mediocampista', 'Defensor']",66,Left,3,64,56,59,62,48,64,60,55,54,65,67,68,70,64,63,58,60,72,51,54,61,61,55,56,50,60,59,62,62,11,7,13,9.0,9.0
Abdoul Fessal Tapsoba,177,71,"['Delantero', 'Mediocampista']",66,Right,3,55,68,57,63,68,68,38,42,40,70,84,83,81,52,73,69,71,59,56,66,38,23,67,54,61,57,15,18,19,8,6,7,12.0,7.0
Rodrigo Pérez Casada,180,74,"['Delantero', 'Mediocampista']",66,Right,3,38,55,40,68,46,64,34,42,64,66,77,68,67,66,63,58,62,65,67,66,61,62,63,71,41,61,64,60,53,11,7,9,11.0,12.0
Enzo Daniel Giménez Rojas,178,73,"['Defensor', 'Delantero', 'Mediocampista']",66,Right,3,74,64,65,65,46,68,70,66,52,68,75,83,73,50,73,71,71,68,58,49,44,41,65,57,54,60,53,41,42,7,11,10,11.0,12.0
Valentín Depietri,178,75,"['Delantero', 'Mediocampista']",66,Right,3,68,65,44,64,51,71,53,46,56,67,74,74,73,49,49,52,50,60,46,48,36,39,63,64,50,55,53,49,51,15,8,13,12.0,14.0
Isaac Nuhu,171,65,"['Delantero', 'Mediocampista']",66,Right,3,58,64,54,60,61,73,56,54,59,68,87,78,91,68,90,68,60,66,43,63,48,21,68,60,55,58,33,28,32,13,13,5,6.0,6.0
Ronaldo Iván Martínez Rolón,174,71,"['Delantero', 'Mediocampista']",66,Right,3,25,69,63,63,63,68,42,41,45,64,71,72,61,63,76,66,72,59,62,62,30,12,67,48,64,53,13,18,15,8,11,9,6.0,8.0
Miguel Parediso,183,80,"['Delantero', 'Mediocampista']",66,Right,3,67,65,40,72,51,61,53,45,71,67,67,73,71,67,57,48,41,66,40,55,40,42,59,51,61,63,45,43,41,8,8,7,12.0,8.0
Reno Mauro Piscopo,170,69,"['Delantero', 'Mediocampista']",66,Right,2,61,58,47,61,57,68,68,67,54,68,82,76,87,62,84,70,62,61,53,67,56,41,60,63,56,63,40,35,34,8,8,13,5.0,9.0
Ariel Mercelán,179,74,"['Mediocampista', 'Defensor']",66,Right,3,65,51,61,61,54,67,41,42,61,62,71,73,72,67,71,53,72,65,64,52,57,66,51,67,62,66,61,61,61,12,8,13,7.0,9.0
Jorge Marcos Pombo Escobar,177,76,"['Delantero', 'Mediocampista']",66,Right,3,64,65,62,68,65,68,71,73,66,67,70,65,66,56,80,78,79,62,82,70,62,51,63,67,71,72,42,55,56,12,13,8,8.0,10.0
Kasper Kusk Vangsgaard,180,67,"['Delantero', 'Mediocampista']",66,Left,2,66,62,46,66,60,67,65,63,65,67,71,72,77,65,69,64,63,68,64,60,55,40,67,67,61,68,39,33,28,6,13,16,15.0,11.0
Gonçalo Faria Costa,178,68,"['Mediocampista', 'Defensor']",66,Left,2,62,31,51,41,34,72,60,39,31,71,75,77,71,59,73,28,63,73,56,29,62,58,64,58,49,55,63,66,70,14,6,14,7.0,10.0
Breno Vicente Laranjeiro Rosan,181,69,"['Delantero', 'Mediocampista']",66,Left,2,68,58,63,70,61,65,67,58,56,71,68,71,67,61,68,53,67,59,58,52,40,51,62,70,63,64,18,51,38,7,16,7,8.0,14.0
Hernán Novick Rettich,174,68,"['Delantero', 'Mediocampista']",66,Right,3,71,65,46,69,65,59,71,78,66,67,63,62,66,60,75,75,52,64,52,77,39,31,66,70,75,68,40,30,26,11,15,11,10.0,16.0
Mamadou Sarr,194,77,"['Mediocampista', 'Defensor']",66,Right,3,36,21,67,63,21,51,49,30,49,58,54,68,41,63,57,58,71,60,74,26,63,65,19,54,44,68,64,68,63,14,5,8,13.0,12.0
Luciano Ramón Herrera,180,76,"['Delantero', 'Mediocampista']",66,Left,3,41,72,68,54,60,60,43,39,43,65,72,68,53,61,62,71,74,55,65,63,33,21,62,46,66,59,25,16,18,8,12,6,9.0,5.0
Alexi Paul Pitu,177,71,"['Delantero', 'Mediocampista']",66,Right,4,62,58,46,70,45,68,72,64,63,70,80,76,83,60,81,66,57,71,47,56,48,26,57,65,54,65,25,33,29,9,8,9,12.0,14.0
김승대 金承大 Seung-Dae Kim,175,64,"['Delantero', 'Mediocampista']",66,Right,4,51,57,53,64,63,61,62,58,57,71,73,78,68,63,77,57,61,60,53,59,58,48,77,73,64,68,42,45,32,7,7,8,11.0,11.0
Oliver Batista Meier,178,73,"['Delantero', 'Mediocampista']",66,Right,3,58,64,37,65,56,72,56,66,54,71,78,68,86,62,84,67,45,70,38,66,33,20,62,60,58,60,38,29,27,10,15,14,12.0,6.0
Yaimar Abel Medina Ortiz,175,70,"['Mediocampista', 'Delantero', 'Defensor']",66,Left,2,62,60,41,62,41,59,55,61,56,62,91,91,77,68,75,58,61,68,53,46,55,57,63,59,48,46,59,55,57,14,8,13,11.0,15.0
Rayan Philippe,182,78,"['Delantero', 'Mediocampista']",66,Left,2,39,66,59,61,54,68,51,32,39,67,75,84,68,62,69,65,72,64,67,54,39,20,67,60,68,63,15,17,22,9,13,6,11.0,6.0
Reece James,169,71,"['Mediocampista', 'Defensor']",66,Left,2,64,44,56,61,40,61,67,47,57,63,74,67,83,63,83,62,69,71,61,54,64,64,57,45,52,62,64,64,63,6,10,10,9.0,9.0
Marcos Pedro Mejía Mero,179,75,"['Defensor', 'Mediocampista']",66,Right,3,65,60,44,65,60,70,55,55,55,65,73,73,67,55,70,67,56,68,55,55,55,45,61,65,67,55,44,33,29,9,10,10,14.0,11.0
Krisztián Lisztes,183,72,"['Delantero', 'Mediocampista']",66,Right,4,52,69,45,63,55,70,50,48,55,66,75,68,72,65,63,60,60,65,58,65,48,35,64,63,46,65,32,33,32,9,5,6,5.0,8.0
Rafael Fardenal,192,85,"['Mediocampista', 'Defensor']",66,Right,1,51,36,63,60,35,45,46,41,57,57,47,51,46,61,38,62,75,64,90,47,72,65,36,34,43,73,59,64,61,8,7,9,10.0,10.0
Lassi Lappalainen,183,76,"['Defensor', 'Mediocampista']",66,Right,1,52,64,50,64,54,68,62,39,53,65,86,86,62,58,60,57,74,64,68,51,34,34,66,60,60,62,60,65,40,7,14,6,6.0,9.0
Fabián Camilo Mosquera Mercado,177,70,"['Defensor', 'Mediocampista']",66,Right,2,49,44,58,67,42,51,49,46,65,55,65,53,66,65,71,38,71,75,73,47,59,58,47,65,44,59,67,70,65,12,8,7,8.0,10.0
Lynden Jack Gooch,173,75,"['Mediocampista', 'Defensor']",66,Right,4,60,61,53,62,53,62,61,58,58,62,80,81,83,62,80,62,77,73,76,59,78,57,54,62,62,64,55,60,65,13,13,11,14.0,8.0
Bendegúz Bolla,180,72,"['Mediocampista', 'Defensor']",66,Right,3,63,49,42,63,34,68,65,52,53,67,78,77,68,65,62,55,61,75,61,59,60,59,62,56,43,63,64,62,59,10,7,11,13.0,9.0
姜至鹏 Jiang Zhipeng,178,75,"['Mediocampista', 'Defensor']",66,Left,2,72,55,51,61,51,67,78,70,61,60,60,65,70,67,70,68,60,67,60,67,53,65,68,70,42,62,64,65,61,16,8,8,14.0,13.0
Nazım Sangaré,185,73,"['Defensor', 'Mediocampista']",66,Right,2,64,40,53,63,42,67,69,31,62,65,82,79,82,65,68,64,76,69,71,45,64,66,65,53,39,66,65,64,66,6,14,15,9.0,10.0
Kristers Tobers,190,87,"['Mediocampista', 'Defensor']",66,Right,3,36,39,58,66,36,44,31,35,64,58,55,52,44,56,46,51,68,70,75,44,71,66,28,52,42,54,68,71,63,14,12,9,10.0,11.0
Damon Mirani,183,76,"['Mediocampista', 'Defensor']",66,Left,3,31,28,75,65,35,49,32,27,66,61,48,65,41,61,62,46,85,73,77,25,66,62,34,35,41,60,64,64,61,13,12,11,15.0,13.0
Andrea Cisco,186,74,"['Delantero', 'Mediocampista']",66,Right,3,62,62,63,61,58,71,54,60,58,65,84,78,71,57,51,57,71,50,52,61,45,25,58,64,64,58,23,15,14,6,11,5,15.0,13.0
Thibault Vlietinck,180,68,"['Defensor', 'Mediocampista']",66,Right,4,69,58,57,65,66,65,62,58,54,67,74,79,76,62,71,58,69,62,60,52,32,56,64,60,54,67,62,62,57,14,7,9,12.0,11.0
Fridolin Wagner,182,78,"['Defensor', 'Mediocampista']",66,Right,3,42,60,60,67,56,66,34,42,64,68,66,62,69,61,71,65,75,81,76,62,65,62,58,64,45,59,61,64,61,11,14,7,7.0,10.0
Jonathan Jeremy Lewis,170,68,"['Delantero', 'Mediocampista']",66,Right,3,58,67,52,67,52,74,58,41,57,68,77,77,80,53,81,65,66,57,59,65,52,18,62,54,53,65,20,36,33,5,12,8,8.0,14.0
Logan Delaurier-Chaubet,174,62,"['Delantero', 'Mediocampista']",66,Left,4,64,64,42,71,55,70,72,67,65,67,74,67,59,52,83,62,43,59,34,54,28,19,57,58,63,53,29,32,27,12,8,9,12.0,13.0
Tidjany Chabrol Touré,184,74,"['Delantero', 'Mediocampista']",66,Right,3,61,60,54,61,62,69,62,62,56,68,83,75,78,63,63,60,72,64,62,58,42,17,63,59,60,56,20,28,23,14,11,13,5.0,10.0
Filip Szymczak,187,84,"['Delantero', 'Mediocampista']",66,Right,5,54,65,62,61,58,67,49,32,44,68,80,71,76,59,67,71,84,59,80,51,38,18,65,62,64,65,18,15,14,8,10,14,12.0,6.0
